actual_HR_count
8
4
2
23
16
27
21
29
34
25
25
22
20
15
25
10
4
1
0
0
1
0
0
0
7
15
44
19
15
28
25
16
6
5
1
0
0
0
1
1
0
0
0
5
5
1
1
3
1
1
2
0
3
12
10
12
4
8
1
1
9
5
1
6
3
2
2
0
0
4
0
0
0
0
8
2
0
2
0
1
0
7
9
1
2
0
0
0
4
8
3
3
3
7
1
0
0
3
0
2
1
1
4
7
6
2
3
4
14
12
0
1
2
0
0
0
0
2
0
0
1
1
0
12
12
15
12
7
24
20
19
37
24
35
24
7
6
11
7
6
9
6
6
5
4
18
14
6
0
13
8
12
0
11
20
29
19
19
25
12
15
2
8
12
3
0
0
1
0
3
1
0
4
0
1
1
17
8
16
28
8
18
10
7
7
0
0
0
3
6
0
2
0
1
0
2
1
1
3
3
3
0
6
1
0
8
17
9
3
4
7
5
2
1
2
0
18
18
29
18
21
17
12
0
10
15
10
3
18
13
8
16
4
6
16
1
0
16
30
16
40
29
34
22
11
0
0
2
2
7
7
7
2
13
1
1
4
5
0
3
9
10
10
5
4
2
9
3
2
2
5
5
7
2
2
2
0
2
1
4
0
0
8
5
6
2
1
0
2
0
1
1
2
1
9
8
9
6
0
3
6
1
2
0
0
3
9
18
18
18
21
26
10
11
14
6
5
4
12
9
11
7
7
0
2
0
1
7
3
0
0
2
0
5
0
1
1
1
0
0
3
0
6
1
0
2
1
3
5
1
0
2
3
5
3
1
0
22
25
32
28
3
16
13
5
7
0
4
6
7
1
3
8
6
16
5
0
11
7
9
1
0
3
0
1
3
1
0
6
6
3
25
16
14
14
15
6
3
1
4
2
7
5
3
6
3
2
6
6
6
12
16
34
31
26
12
22
21
11
5
3
4
1
2
1
3
4
1
1
2
1
1
2
3
10
27
26
38
21
17
16
20
18
13
13
21
13
5
6
0
5
1
0
12
22
19
47
35
27
9
19
30
8
4
2
4
8
15
14
12
15
6
5
9
8
8
5
0
8
6
6
7
6
6
14
22
12
7
4
4
7
3
0
1
4
2
6
4
4
22
27
20
14
11
8
1
9
9
9
10
6
3
1
3
4
0
0
0
0
0
4
10
20
9
10
14
2
0
1
0
0
3
0
14
20
22
8
16
21
13
22
0
1
0
0
0
13
9
12
6
1
9
1
14
5
1
10
10
10
7
2
2
0
9
10
15
12
4
5
2
1
2
2
1
2
0
1
1
5
2
2
1
2
0
0
1
25
35
42
49
30
33
32
20
15
17
7
15
8
14
7
15
1
11
11
11
2
37
13
35
30
35
15
3
8
4
18
3
7
19
14
12
24
19
16
16
19
9
15
9
18
24
16
7
3
10
2
4
0
3
2
0
0
0
2
0
4
2
0
9
1
0
1
1
0
6
7
9
16
15
13
11
16
8
17
4
19
18
27
18
1
46
31
39
28
28
19
8
1
0
0
5
1
0
1
11
15
1
5
3
2
2
9
6
3
0
22
27
0
0
1
0
49
32
33
39
22
42
9
9
39
52
58
70
65
32
29
1
1
1
6
5
2
1
0
0
1
2
5
8
7
4
15
4
1
0
18
15
1
5
10
15
10
1
0
1
4
0
2
4
2
3
2
9
4
3
1
4
2
1
2
0
3
0
6
10
6
8
9
15
17
9
6
8
6
6
3
2
19
2
0
2
1
3
0
2
8
11
4
5
4
1
0
8
10
1
3
1
2
1
1
14
3
10
3
8
31
27
24
9
23
20
9
19
6
10
23
16
21
20
7
16
24
4
2
12
9
14
5
12
10
7
7
8
9
13
2
0
3
5
0
0
0
0
5
2
4
1
6
3
3
0
0
2
2
1
1
0
4
2
5
20
20
9
3
2
0
12
3
0
4
0
9
12
22
11
0
3
6
4
1
1
1
2
3
6
0
3
1
2
0
6
0
6
7
13
4
0
0
3
3
1
7
2
1
0
9
21
21
17
6
19
10
24
10
9
10
9
6
0
0
1
24
7
8
14
3
1
2
2
3
3
2
0
1
1
7
2
5
0
2
25
24
19
33
25
34
46
37
33
42
40
37
34
49
73
46
45
45
5
26
28
3
1
0
0
0
0
0
0
0
0
0
2
4
0
1
0
0
1
0
0
14
15
6
4
8
18
33
34
20
38
43
23
22
32
20
35
12
16
12
4
1
2
0
0
1
1
4
0
5
3
3
4
0
0
4
7
6
3
5
0
0
0
1
0
2
14
12
14
26
24
16
7
5
6
0
5
13
5
9
9
8
6
11
3
13
8
5
1
0
6
4
0
2
2
1
0
9
7
18
9
2
2
3
2
0
0
8
8
3
1
0
2
10
15
15
23
28
13
13
3
5
1
1
1
5
4
1
8
17
26
2
2
1
2
0
0
0
17
5
28
21
27
31
32
46
8
22
20
35
19
19
3
1
4
3
4
2
3
3
6
5
13
20
11
13
10
6
7
0
1
1
0
1
3
2
1
11
10
4
0
0
1
0
0
0
2
2
12
7
1
0
6
8
2
7
8
15
2
3
1
1
10
4
13
13
13
18
26
40
26
29
13
15
15
2
0
2
1
0
2
13
7
10
2
0
2
2
0
0
9
6
4
3
4
0
1
7
2
3
12
20
16
11
6
2
0
1
0
3
3
3
5
5
4
3
1
1
4
0
0
1
3
7
25
20
13
6
14
24
9
8
4
0
8
8
9
3
13
6
10
0
0
7
12
4
14
10
25
13
23
12
14
16
10
32
10
32
25
43
21
10
8
11
25
11
6
9
5
7
1
1
1
0
0
5
1
10
12
9
4
1
3
0
1
0
9
3
25
30
38
44
41
39
33
42
32
33
38
24
38
4
4
1
2
10
11
17
25
10
8
4
6
2
7
0
6
7
3
0
8
12
8
14
10
3
6
3
0
1
3
2
2
0
14
18
6
12
24
19
17
21
19
7
4
0
18
31
26
36
34
35
36
29
51
41
26
3
17
19
13
14
9
6
5
7
3
13
5
4
1
4
0
0
11
14
8
9
3
3
3
6
1
1
0
1
0
8
10
8
9
5
1
5
4
0
1
5
0
3
4
11
6
8
10
3
1
2
0
1
3
0
1
2
1
0
4
1
21
35
22
24
29
29
23
24
22
8
6
0
2
7
6
3
4
0
0
0
16
12
3
2
1
2
0
3
3
1
1
4
2
2
0
5
6
5
4
3
3
1
2
0
0
0
23
11
35
24
32
36
40
32
40
38
36
33
11
20
19
22
8
5
36
21
26
24
16
13
4
0
0
0
0
4
0
3
2
0
1
10
8
5
19
13
8
5
1
7
32
12
12
20
7
3
5
8
19
24
23
12
3
1
2
4
1
0
0
0
0
19
9
32
32
17
36
29
30
17
26
17
26
10
18
1
3
15
24
13
22
9
11
1
5
3
3
13
10
1
1
15
16
2
1
0
2
1
6
9
5
2
5
7
2
14
2
7
3
4
4
0
1
2
0
0
1
0
4
2
0
2
1
0
1
0
0
0
6
1
3
2
4
5
0
16
11
0
0
11
17
17
