G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,E,InnOuts,seasons,latestAge,weight,height,lastG,lastAB,lastR,lastH,last2B,last3B,lastHR,lastRBI,lastSB,lastCS,lastBB
60,146,11,34,5,0,1,12,0,0,15,3,1109,12,33,190,74,66,113,12,30,2,0,9,0,0,20
64,161,13,39,7,0,2,14,0,0,17,3,1220,13,34,190,74,116,341,34,97,20,1,37,2,2,43
66,168,15,41,7,0,3,16,0,0,18,3,1262,14,35,190,74,90,256,43,76,10,0,47,2,1,35
69,174,17,43,7,0,3,18,0,0,20,4,1303,15,36,190,74,113,259,43,75,17,1,39,0,0,37
71,179,17,45,8,0,3,18,0,0,21,4,1335,16,37,190,74,103,256,29,66,16,2,28,1,2,45
72,182,18,45,8,0,3,19,0,0,23,4,1356,17,38,190,74,90,229,26,49,10,0,25,0,1,44
72,196,24,58,12,0,6,33,2,0,20,3,2034,2,27,240,76,87,214,25,63,8,1,39,3,0,22
77,211,24,60,11,0,5,29,2,1,18,4,2299,3,28,240,76,88,242,26,65,9,0,23,4,4,14
62,168,19,48,8,0,4,24,2,1,14,3,1868,4,29,240,76,18,39,5,12,2,0,7,0,0,4
53,138,16,39,7,0,4,19,1,0,12,2,1515,5,30,240,76,14,17,2,3,1,0,3,0,0,2
51,131,15,37,7,0,3,19,1,0,11,2,1352,6,31,240,76,42,97,14,27,7,1,16,1,0,10
46,115,13,32,6,0,3,16,1,0,10,2,1174,7,32,240,76,21,17,1,1,0,0,1,0,0,0
153,572,79,163,33,2,22,97,3,3,93,12,3930,2,25,195,73,155,578,78,166,33,1,78,1,2,90
147,541,74,152,28,1,21,88,2,3,87,12,3488,3,26,195,73,135,479,66,130,18,1,72,0,3,76
149,551,77,157,30,1,23,91,1,2,83,11,3633,4,27,195,73,157,580,86,171,37,2,100,0,0,72
147,536,75,153,29,1,22,87,1,2,86,10,3497,5,28,195,73,140,478,67,141,24,1,69,1,1,95
146,530,76,153,29,1,21,88,1,1,88,10,3453,6,29,195,73,142,498,84,152,30,1,95,0,1,101
145,524,74,151,28,1,21,85,1,1,88,9,3151,7,30,195,73,140,494,63,140,21,0,68,0,2,85
145,517,70,145,26,1,20,83,0,2,84,8,2800,8,31,195,73,145,462,39,102,15,1,69,0,3,56
134,471,63,132,24,1,17,75,0,1,76,7,2546,9,32,195,73,40,104,5,26,8,0,16,0,0,13
