83,257,21,66,13,1,3,29,1,2,17,2,1870,8,32,190,72,70,243,21,66,12,1,7,40,0,0,21
35,72,5,12,3,0,1,6,0,0,10,1,829,3,26,195,73,80,175,14,32,8,0,4,16,0,0,26
46,98,9,19,3,0,2,9,0,0,14,2,824,4,27,195,73,81,179,23,40,5,0,5,21,1,0,29
65,204,14,42,7,0,4,22,2,0,5,5,1551,1,25,225,70,65,204,14,42,7,0,4,22,2,0,5
38,120,9,25,4,0,3,14,1,0,2,3,909,2,26,225,70,11,37,4,8,2,0,3,7,0,0,0
70,194,19,46,12,0,7,29,1,0,17,3,1575,2,34,190,70,96,260,26,63,17,0,10,37,1,1,24
76,203,22,49,13,0,8,30,0,0,21,3,1629,3,35,190,70,88,221,27,56,14,0,10,33,0,1,29
82,210,22,49,13,0,7,32,0,1,23,3,1684,4,36,190,70,102,232,24,51,13,1,5,37,0,3,29
74,188,20,43,11,0,6,28,0,1,20,3,1509,5,37,190,70,42,99,11,16,3,0,4,14,0,0,10
93,357,59,83,14,3,2,24,14,5,57,11,2450,1,27,165,71,93,357,59,83,14,3,2,24,14,5,57
118,455,72,119,17,3,2,30,15,7,66,12,3077,2,28,165,71,144,553,85,155,21,4,3,36,16,9,75
120,473,75,129,20,2,2,32,13,6,67,12,3151,4,30,165,71,142,564,86,162,24,2,2,31,10,6,86
125,478,75,130,20,2,2,33,13,6,71,12,3275,5,31,165,71,143,497,75,137,21,2,5,40,16,9,85
126,476,78,132,20,2,3,40,13,5,76,13,3300,7,33,165,71,120,449,96,137,24,2,7,67,11,1,82
126,476,72,130,19,1,3,39,12,5,73,12,3301,9,35,165,71,145,549,62,155,18,0,2,36,7,6,71
126,467,70,127,19,2,3,38,11,4,70,12,3246,10,36,165,71,119,388,52,101,13,3,2,30,7,1,45
125,464,69,128,18,2,2,40,10,4,70,12,3223,11,37,165,71,124,431,60,141,14,3,0,54,4,2,75
24,58,6,12,3,0,0,4,0,0,4,2,496,6,30,210,76,55,141,15,34,8,0,1,13,2,0,10
36,92,9,19,3,0,1,7,0,0,8,2,789,7,31,210,76,109,294,28,62,6,0,4,25,4,0,30
38,97,9,22,3,0,1,7,0,0,8,2,822,8,32,210,76,49,136,9,40,5,0,0,10,0,1,12
63,204,18,49,11,1,4,24,1,1,16,7,1510,3,28,195,75,97,304,30,76,14,1,5,31,2,1,24
62,194,17,45,9,1,4,25,1,1,14,6,1416,4,29,195,75,59,163,13,31,3,1,6,28,0,3,8
